houseHigh,totalPrice,title,region,year,houseType,houseElevator,area,station,types,houseFitment,houseDirection,line,totalHigh,unitPrice,houseArea,distance
中楼层,270,海运局宿舍 两房一厅 格局方正,晓南二街海运局宿舍 ,塔楼  , 2室1厅 , 有电梯,新港西,中大站, ,其他, 西 ,8号线,23,33852, 79.76,786米
中楼层,190,翡翠森林半岛 阳光常年光顾 安静望花园,翡翠绿洲森林半岛 ,2011, 2室2厅 , 有电梯,新塘,,塔楼,其他, 西 ,,24,21628, 87.85,
高楼层,900,泰峰大厦 精致大面积四房 东南向,泰峰大厦 ,1998, 4室2厅 ,未知,盘福,纪念堂站,塔楼,其他, 东南 ,2号线,19,54378, 165.51,638米
低楼层,220,茶滘路公安小区 电梯两房 交通便利,茶滘路公安小区 ,1999, 2室1厅 ,未知,茶滘,,塔楼, 简装, 南 ,,9,25822, 85.2,
高楼层,328,金碧领秀国际 实用两房 高层视野开阔,金碧领秀国际 ,2007, 2室1厅 ,未知,区府,大沙东站,塔楼,其他, 南 ,5号线,33,40852, 80.29,1183米
中楼层,190,机场路 金迪城市花园 花园电梯小区,金迪城市花园 ,1995, 2室1厅 , 有电梯,机场路,飞翔公园站,塔楼,其他, 南 ,2号线,15,28788, 66,1063米
低楼层,180,水韵蓝湾 南北对流 两房放售,水韵蓝湾南区 ,2010, 2室1厅 , 有电梯,沙湾,,塔楼,其他, 南 ,,17,23077, 78,
低楼层,368,锦绣香江 一楼带花园 新装修 南向三房,锦绣香江花园紫荆园 ,2004, 3室2厅 , 有电梯,华南,南村万博站,塔楼, 精装 , 南 ,7号线,6,43193, 85.2,1102米
中楼层,210,金碧新城 精装修 格局方正 两房,金碧新城 ,2004, 2室1厅 , 有电梯,石井,,塔楼,其他, 东北 ,,11,33536, 62.62,
中楼层,186,棠德花园 中楼层 正规两房一厅,棠德花园A区 ,1997, 2室1厅 , 无电梯,棠下,,塔楼,其他, 西 ,,9,29628, 62.78,
中楼层,370,金麓山庄 电梯三房 户型方正 小区管理,金麓山庄 ,2007, 3室1厅 ,未知,麓景,,塔楼, 简装, 南 ,,9,49825, 74.26,
中楼层,345,万科城市花园 实用型 精致三房,万科城市花园 ,2003, 3室2厅 , 有电梯,区府,文冲站,塔楼, 简装 , 南 北 ,5号线,18,37298, 92.5,713米
低楼层,430,富力千禧三期 实用舒适单位 配套完善,富力千禧花园 ,2002, 2室1厅 ,未知,新港西,中大站,塔楼,其他, 北 ,8号线,18,54988, 78.2,740米
高楼层,180,机场路 金迪城市花园 花园电梯小区,金迪城市花园 ,1995, 2室1厅 ,未知,机场路,飞翔公园站,塔楼, 简装, 南 ,2号线,15,30822, 58.4,1107米
高楼层,410,新世界凯粤湾 花园小区 高层望江三房,新世界凯粤湾 ,2012, 3室2厅 , 有电梯,滘口,滘口站,塔楼,其他, 北 ,5号线,33,44638, 91.85,848米
低楼层,280,四季花园 精装2房 楼龄新净,四季花园 ,2006, 2室2厅 , 有电梯,坑口,坑口站,塔楼,其他, 东 ,1号线,18,35628, 78.59,848米
中楼层,700,锦绣香江布查特三期 南北对流 精装三房,锦绣香江花园第8期 ,2004, 3室2厅 ,未知,华南,汉溪长隆站,塔楼,其他, 南 北 ,3号线,17,50360, 139,730米
中楼层,270,凤凰城凤晴苑 环境优美 空气清新,碧桂园凤凰城凤晴苑 ,2002, 3室2厅 , 有电梯,新塘,,塔楼,其他, 北 ,,22,23276, 116,
低楼层,455,实用三房 精装修 安静舒适,水利电力学院 ,1999, 3室2厅 , 有电梯,天润路,,塔楼,其他, 西北 ,,9,48405, 94,
低楼层,280,凤凰城 凤仪苑 带花园,碧桂园凤凰城凤仪苑 ,2002, 3室2厅 ,未知,新塘,,塔楼, 精装, 东北 ,,6,28029, 99.9,
高楼层,185,庄士映蝶蓝湾 南向两房 望花园,庄士映蝶蓝湾二期 ,塔楼  , 2室2厅 , 有电梯,石楼镇,, ,其他, 南 ,,18,20869, 88.65,
中楼层,330,中铁荔湾国际城 西南向高层 精装两房,中铁荔湾国际城 ,2015, 2室2厅 ,未知,龙溪,,塔楼,其他, 西南 ,,32,40244, 82,
高楼层,800,东方新世界 精装三房 通透明亮 住家之选,东方新世界 ,2009, 3室2厅 , 有电梯,天河公园,,塔楼,其他, 西 ,,24,69754, 114.69,
高楼层,460,华景新城四期 精装大户型 东南向安静,华景新城怡翠居 ,1996, 3室2厅 ,未知,华景新城,,塔楼, 精装, 东南 ,,9,41024, 112.13,
中楼层,520,金碧花园三期 户型方正,金碧花园第三金碧 ,2000, 4室2厅 ,未知,金碧,,塔楼, 精装, 南 ,,26,42774, 121.57,
中楼层,560,电梯两房两厅 地铁5号线淘金站,广怡大厦 ,1998, 2室1厅 ,未知,建设路,淘金站,塔楼, 简装, 西南 ,5号线,30,71365, 78.47,354米
中楼层,350,翠山蓝天苑 方正实用 电梯中层,华南碧桂园翠山蓝天苑 ,2001, 2室2厅 , 有电梯,华南,,塔楼, 简装 , 北 ,,8,34654, 101,
高楼层,330,穗东花园 方正两房 通风采光好,穗东花园 ,1997, 2室2厅 , 无电梯,天河公园,,塔楼, 简装 , 东 ,,9,42211, 78.18,
低楼层,570,中顺领域公馆 实用四房 户型方正,中顺领御公馆 ,1999, 4室2厅 , 有电梯,工业大道南,,塔楼,其他, 南 ,,21,36076, 158,
低楼层,315,丽江花园 华林居,丽江花园华林居 ,2000, 3室2厅 , 有电梯,南浦,,塔楼,其他, 西南 ,,11,29467, 106.9,
高楼层,870,新世界东逸花园 安静三房 望花园,新世界东逸花园 ,2006, 3室2厅 , 有电梯,天河公园,,塔楼,其他, 北 ,,18,73110, 119,
中楼层,160,番艺花园  户型方正,番艺花园 ,1996, 4室1厅 ,未知,市桥,,塔楼,其他, 南 ,,7,17205, 93,
中楼层,619,星海明珠 格局亮正 配套成熟 诚意出售,星海明珠 ,2004, 3室2厅 , 有电梯,滨江东,鹭江站,塔楼, 精装 , 东南 ,8号线,23,49920, 124,1041米
高楼层,350,富力桃园 温馨三房 格局方正,富力桃园 ,2004, 3室2厅 , 有电梯,罗冲围,,塔楼,其他, 东南 ,,16,34654, 101,
高楼层,600,中科院电梯三房出售,先烈中路81号大院 ,2000, 3室1厅 , 无电梯,黄花岗,东山口站,塔楼,其他, 南 北 ,1号线,8,63158, 95,0米
中楼层,368,乐怡居小区 1号线花地湾站 证够五年,乐怡居 ,1996, 3室2厅 , 有电梯,花地大道,花地湾站,塔楼,其他, 东南 ,1号线,30,40000, 92,607米
高楼层,600,中海橡园国际 通风好 光线足,中海橡园国际 ,2011, 2室2厅 , 有电梯,工业大道北,沙园站,塔楼,其他, 东南 ,8号线,30,72482, 82.78,19米
高楼层,690,光大花园水岸榕城 南向三房 出售,光大花园水岸榕城 ,2006, 3室1厅 ,未知,工业大道北,沙园站,塔楼,其他, 南 ,8号线,18,67056, 102.9,589米
中楼层,170,富都城 二楼 南向 两房出售,白沙路二街 ,塔楼  , 2室2厅 ,未知,市桥,, ,其他, 南 ,,7,20783, 81.8,
中楼层,240,汇侨新城 温馨三房 大阳台,汇侨新城北区 ,2000, 3室1厅 ,未知,新市,,塔楼,其他, 南 北 ,,9,25699, 93.39,
高楼层,540,翠山蓝天苑大3房大主套带入户花园,华南碧桂园翠山蓝天苑 ,2001, 3室2厅 , 有电梯,华南,,塔楼,其他, 东北 ,,8,35295, 153,
中楼层,178,庄士映蝶蓝湾 北向小三房 户型方正,庄士映蝶蓝湾二期 ,塔楼  , 3室2厅 ,未知,石楼镇,, ,其他, 北 ,,18,22030, 80.8,
低楼层,440,东方花园 电梯大三房 出售,东方花园又一村 ,2002, 3室2厅 ,未知,市桥,,塔楼,其他, 南 ,,10,29932, 147,
低楼层,480,中强雅苑 电梯三房 隔局方正 采光通风,中强雅苑 ,2007, 3室2厅 ,未知,沙河,沙河顶站,塔楼,其他, 西北 ,6号线,30,43936, 109.25,1101米
中楼层,190,小北路 新装修 环境优美,小北路飞来对面巷 ,塔楼  , 2室1厅 ,未知,小北,小北站, ,其他, 北 ,5号线,6,47500, 40,181米
,650,凤凰城凤雅苑 精装南向独立别墅 南北通透,碧桂园凤凰城凤雅苑 ,, 5室3厅 , 无电梯,,,, 精装 , 北 ,,,31250, 208,
高楼层,110,东城华庭C栋 复式 实用,泰景花园东城华庭 ,2006, 1室1厅 , 无电梯,区府,大沙东站,塔楼,其他, 东 ,5号线,8,23168, 47.48,1039米
低楼层,600,金田花苑 新装修南向两房 家私家电送,金田花苑 ,1997, 2室2厅 , 有电梯,天河北,,塔楼, 简装 , 南 ,,19,75691, 79.27,
低楼层,400,剑桥郡 地铁物业 新装修未住 四房复式,广州雅居乐花园剑桥郡 ,2010, 4室2厅 , 有电梯,华南,板桥站,塔楼,其他, 西北 ,7号线,26,39216, 102,362米
高楼层,165,白云大道南 大院实用两房 视野开阔采光好,白云大道南 ,塔楼  , 2室1厅 ,未知,白云大道南,, , 简装, 西北 ,,9,23309, 70.79,
低楼层,320,怡港花园怡海楼少有放售带平台南向两房,怡港花园怡海楼 ,1999, 2室2厅 , 有电梯,区府,大沙地站,塔楼,其他, 南 ,5号线,24,38241, 83.68,1170米
高楼层,238,广州富力城 采光好 通风舒适 保养好,广州富力城 ,2008, 2室2厅 , 有电梯,黄石路,,塔楼, 简装 , 东北 ,,17,29427, 80.88,
高楼层,175,银丰花园 三房两厅 证足两年 交通方便,银丰花园银丰二街 ,1999, 3室2厅 , 无电梯,区府,大沙东站,塔楼, 简装 , 北 ,5号线,9,21295, 82.18,680米
中楼层,170,云东小区 实用两房 装修保养好,云东小区水仙阁 ,1997, 2室2厅 ,未知,同和,北延段同和站,塔楼,其他, 南 ,3号线,9,31193, 54.5,159米
高楼层,215,凤妍苑 精装修 带家私,碧桂园凤凰城凤妍苑 ,2002, 2室2厅 , 有电梯,新塘,,塔楼, 简装 , 南 ,,10,22088, 97.34,
高楼层,130,石化生活区 南北对流 实用两房,石化生活区 ,1976, 2室1厅 , 无电梯,区府,文冲站,板楼,其他, 南 北 ,5号线,6,22776, 57.08,817米
低楼层,400,东方都会广场 实用复式南向两房 可改三房,东方都会广场 ,2002, 2室2厅 , 有电梯,天河公园,,塔楼, 简装 , 南 ,,22,73598, 54.35,
低楼层,475,华景六期 实用三房 视野开阔 采光好,华景新城逸晖居 ,1998, 3室2厅 ,未知,华景新城,,塔楼, 精装, 西北 ,,31,53455, 88.86,
低楼层,480,通风采光好 格局方正 小区管理,麓湖御景 ,2007, 2室1厅 , 有电梯,淘金,小北站,塔楼,其他, 西 ,5号线,32,48485, 99,1096米
高楼层,330,铂林国际公寓 1室1厅 330万,铂林国际公寓 ,2005, 1室1厅 , 有电梯,珠江新城西,五羊邨站,塔楼, 简装 , 南 ,5号线,22,94286, 35,248米
中楼层,368,美林海岸花园 安静两房 装修保养好,美林海岸花园翠堤湾畔 ,2004, 2室2厅 , 无电梯,员村,科韵路站,板楼, 精装 , 东北 ,5号线,6,58880, 62.5,935米
中楼层,550,雅怡阁 南向电梯三房 装修漂亮 保养好,南雅苑雅怡阁 ,1997, 3室1厅 , 有电梯,天河南,体育中心站,塔楼, 简装 , 南 ,1号线,18,55000, 100,780米
中楼层,235,聚德花园 南向两房 采光良好,聚德花园 ,1997, 2室1厅 , 无电梯,赤岗,大塘站,塔楼, 简装 , 南 ,3号线,9,35075, 67,1172米
中楼层,395,加拿大花园 南向大两房 户型方正,加拿大花园 ,1995, 2室2厅 , 有电梯,华景新城,,塔楼,其他, 东南 ,,25,42474, 93,
中楼层,120,金德苑低层精致实用两房  新装保养好,金德苑 ,1997, 2室1厅 , 无电梯,同德围,,塔楼,其他, 南 ,,9,29836, 40.22,
中楼层,350,华南碧桂园 翠山蓝天苑 温馨三房 靠万达,华南碧桂园翠山蓝天苑 ,2001, 3室2厅 , 有电梯,华南,,塔楼, 精装 , 北 ,,8,34654, 101,
中楼层,88,保利红棉花园 中层实用一房,保利红棉花园 ,1997, 1室1厅 , 无电梯,江燕路,离广佛线燕岗站,塔楼, 简装 , 东 ,,9,29630, 29.7,778米
中楼层,170,水韵蓝湾 电梯两房 方正实用,水韵蓝湾南区 ,2010, 2室2厅 ,未知,沙湾,,塔楼,其他, 北 ,,17,23884, 71.18,
中楼层,950,新河浦三横路 实用四房 东南靓向,新河浦三横路 ,板楼  , 4室2厅 ,未知,东山口,, , 简装, 东南 ,,5,69853, 136,
中楼层,238,富力天朗明居 一房 安静望花园,富力天朗明居N区 ,2001, 1室1厅 ,未知,棠下,,塔楼,其他, 东南 ,,26,54091, 44,
低楼层,170,星御翠园 温馨两房 格局方正,星御翠园 ,2011, 2室1厅 , 有电梯,广州大道南,,塔楼,其他, 南 ,,19,43624, 38.97,
高楼层,190,天虹花园 电梯两房 精装修 南向,天虹花园阳光雅筑 ,1998, 2室2厅 , 有电梯,区府,鱼珠站,塔楼,其他, 南 ,5号线,9,34546, 55,1179米
高楼层,320,英豪花园 馨润尚寓 电梯高层两房两厅,英豪花园馨润尚寓 ,2005, 2室2厅 , 有电梯,金碧,东晓南站,塔楼,其他, 西 ,2号线,32,42340, 75.58,585米
高楼层,490,龙口西文苑花园 安静大三房 温馨居家,文苑花园 ,2000, 2室2厅 ,未知,天润路,,塔楼, 简装, 西 ,,15,50558, 96.92,
高楼层,588,伊顿18 精致两房 高实用双阳台 保养新,天誉华庭 ,2004, 2室2厅 , 有电梯,龙口西,岗顶站,塔楼, 简装 , 北 ,3号线,38,76364, 77,919米
高楼层,110,新市棠安路宏航苑 实用两房 精装修,宏航苑翠云阁 ,1998, 2室1厅 , 无电梯,新市,,塔楼, 简装 , 北 ,,9,22000, 50,
中楼层,365,海印南苑 电梯2房 采光好,海印南苑 ,2000, 2室1厅 , 有电梯,东晓路,,塔楼, 简装 , 南 北 ,,28,46203, 79,
高楼层,255,华兴苑 南向大两房 已批文准电梯高层,华兴苑 ,1993, 2室1厅 , 无电梯,广园路,,塔楼,其他, 南 ,,9,34460, 74,
中楼层,258,广州富力城 装修保养好 望湖单位两套打通,广州富力城 ,2007, 3室2厅 ,未知,黄石路,,塔楼,其他, 东 ,,17,28071, 91.91,
中楼层,420,侨林苑三期 正宗一房一厅 厅出阳台 明屋,侨林苑三期 ,2003, 1室1厅 , 有电梯,天河北,北延段林和西站,塔楼, 简装 , 西 ,3号线,24,80337, 52.28,953米
中楼层,258,广州富力城 装修保养好 望湖单位两套打通,广州富力城 ,2007, 3室2厅 ,未知,黄石路,,塔楼,其他, 东 ,,17,28071, 91.91,
中楼层,258,广州富力城 采光好 望湖 两套打通,广州富力城 ,2007, 3室2厅 ,未知,黄石路,,塔楼,其他, 东 ,,17,28071, 91.91,
中楼层,260,草芳苑 三房两厅 户型方正,草芳苑 ,1990, 3室2厅 , 无电梯,滨江中,,塔楼,其他, 北 ,,9,27619, 94.14,
高楼层,210,东鹏花园二期 精装三房 配套成熟临近地铁,东鹏花园二期 ,1997, 3室1厅 , 有电梯,坑口,坑口站,塔楼,其他, 南 ,1号线,6,32184, 65.25,687米
中楼层,150,茅岗路大院 低楼层 温馨一房一厅,茅岗路605号大院 ,板楼  , 1室1厅 , 无电梯,区府,, ,其他, 南 ,,6,29458, 50.92,
中楼层,235,桂花岗 南北向实用三房 生活便利,解放北路桂花岗 ,1996, 3室1厅 , 无电梯,桂花岗,广州火车站站,塔楼, 简装 , 南 北 ,2号线,9,31757, 74,1064米
低楼层,235,金海岸花园一期 刚需两房,金海岸花园金石碧苑 ,2002, 2室2厅 , 无电梯,市桥,,塔楼,其他, 南 ,,6,35075, 67,
中楼层,750,保利中环 中高层两房,保利中环广场 ,2009, 2室1厅 , 有电梯,建设路,淘金站,塔楼, 简装 , 北 ,5号线,36,83334, 90,592米
中楼层,130,金港城新两房 电梯高楼层,富力金港城 ,2012, 2室2厅 , 有电梯,花东镇,,塔楼,其他, 北 ,,18,16250, 80,
中楼层,225,广州富力城 南区电梯中层 跃式两房,广州富力城 ,2005, 2室2厅 , 有电梯,黄石路,,塔楼, 简装 , 东北 ,,18,27588, 81.56,
中楼层,460,交通便利，采光很好,寺右新马路10号大院 ,塔楼  , 3室2厅 ,未知,五羊新城,, ,其他, 南 北 ,,9,46939, 98,
高楼层,335,大塘街 南北流 交通便利,中山四路长塘街 ,板楼  , 2室2厅 , 无电梯,农讲所,农讲所站, ,其他, 南 北 ,1号线,6,37397, 89.58,577米
高楼层,275,君华香柏广场华府 温馨单位房,番禺君华香柏广场 ,塔楼  , 3室2厅 ,未知,沙湾,, ,其他, 南 ,,32,31664, 86.85,
高楼层,350,汇侨新城 舒适三房 厅出阳台 采光好,汇侨新城蓝天丽境 ,2000, 3室2厅 ,未知,新市,,塔楼,其他, 东北 ,,18,32408, 108,
低楼层,405,福金莲花园 精致三房 南北向 户型方正,福金莲花园 ,2003, 3室2厅 , 有电梯,员村,,塔楼,其他, 南 北 ,,27,42298, 95.75,
中楼层,160,祈福辉煌台 温馨2室,祈福辉煌台 ,2007, 2室2厅 , 有电梯,铁路西,,塔楼,其他, 北 ,,28,18751, 85.33,
中楼层,340,中怡城市花园 正规一房 精装修,中怡城市花园 ,2002, 1室1厅 , 有电梯,天河北,广州东站站,塔楼, 精装 , 西 ,1号线,30,78432, 43.35,707米
高楼层,195,棠德花园，中高层两居室，格局方正，,棠德花园C区 ,1997, 2室1厅 ,未知,棠下,,塔楼, 简装, 西北 ,,9,30469, 64,
低楼层,665,协和新世界 精致温馨两房 采光装修保养好,协和新世界 ,2003, 2室2厅 , 有电梯,天河北,华师站,塔楼, 简装 , 北 ,3号线,33,70000, 95,742米
中楼层,628,骏景花园南苑 正规四房 方正实用,骏景花园南苑骏扬轩 ,2000, 4室2厅 , 有电梯,棠下,,塔楼, 精装 , 北 ,,13,47576, 132,
低楼层,340,隽泷湾 园林景色 紧凑三房,路劲隽泷湾 ,2011, 3室1厅 , 有电梯,龙溪,,塔楼,其他, 东北 ,,30,36957, 92,
高楼层,235,金碧新城 小区中间 南北对流户型,金碧新城 ,2005, 2室1厅 , 有电梯,石井,,塔楼,其他, 南 北 ,,18,34058, 69,
中楼层,320,番禺区 沙湾镇 金沙御苑 大三房出售,金沙湾花园金沙御苑 ,2007, 3室2厅 , 有电梯,沙湾,,塔楼,其他, 北 ,,24,25197, 127,
低楼层,550,路劲隽泷湾 精致4房 高层单位 望花地河,路劲隽泷湾 ,2013, 4室2厅 , 有电梯,龙溪,,塔楼,其他, 东北 ,,18,39286, 140,
中楼层,530,恒康阁 中高楼层视野好 保养好,恒康阁 ,2000, 3室2厅 , 有电梯,天河北,北延段林和西站,塔楼,其他, 东南 ,3号线,24,48182, 110,493米
高楼层,180,丹桂园 高楼层 地铁物业,丹桂园八巷 ,2003, 3室2厅 , 无电梯,市桥,市桥站,板楼,其他, 南 北 ,3号线,7,15653, 115,688米
低楼层,283,金道花园 电梯两房 双地铁沿线,金道花园金光大街 ,2000, 3室2厅 , 有电梯,鹤洞,西朗站,塔楼, 简装 , 东 ,1号线,22,27212, 104,494米
低楼层,140,德星路 楼梯低层单位 细积2房,德星路 ,板楼  , 1室1厅 ,未知,人民路,长寿路站, ,其他, 南 ,1号线,2,28000, 50,1144米
低楼层,465,富力桃园 温馨三房 通风采光好,富力桃园 ,2004, 3室2厅 , 有电梯,罗冲围,,塔楼,其他, 东 ,,30,33215, 140,
中楼层,1380,方圆月岛 三房两厅 居家实用型,方圆月岛 ,2009, 3室2厅 , 有电梯,珠江新城中,猎德站,塔楼, 精装 , 南 ,5号线,46,104546, 132,277米
中楼层,365,纵横缤城 电梯高层 精致三房,纵横缤城 ,2009, 3室2厅 , 有电梯,新市,,塔楼,其他, 西北 ,,23,35097, 104,
中楼层,375,海龙湾 精致三房,海龙湾如云轩 ,2004, 3室2厅 , 有电梯,南浦,,塔楼, 简装 , 东南 ,,11,31250, 120,
中楼层,285,山海汇花园 精致三房  安静舒适,金沙山海名门 ,塔楼  , 3室2厅 ,未知,金沙洲,, ,其他, 东 ,,32,30979, 92,
低楼层,665,协和新世界 精致温馨两房 采光装修保养好,协和新世界 ,2003, 2室2厅 , 有电梯,天河北,华师站,塔楼, 简装 , 北 ,3号线,33,70000, 95,742米
中楼层,628,骏景花园南苑 正规四房 方正实用,骏景花园南苑骏扬轩 ,2000, 4室2厅 , 有电梯,棠下,,塔楼, 精装 , 北 ,,13,47576, 132,
低楼层,280,滨江东路549号大院 2室2厅 280万,滨江东路549号大院 ,1993, 2室2厅 , 无电梯,滨江东,,塔楼,其他, 东 ,,9,37905, 73.87,
中楼层,98,配套完善 成熟社区,同福中路宝民大街 ,塔楼  , 1室1厅 , 无电梯,同福,市二宫站, , 简装 , 东南 ,2号线,8,26850, 36.5,707米
中楼层,754,体育花园 温馨三房 户型方正,体育花园体育三街 ,2001, 3室2厅 , 有电梯,白云大道南,白云文化广场站,塔楼, 简装 , 西 ,2号线,7,65000, 116,788米
高楼层,238,珠岛花园 6期二房二厅,珠岛花园荔月巷 ,1995, 2室2厅 ,未知,大坦沙,坦尾站,塔楼, 精装, 北 ,6号线,25,35806, 66.47,1188米
低楼层,570,暨南花园 南向 低楼层 暨大校内 安静舒,暨南花园 ,1997, 3室2厅 , 有电梯,石牌,岗顶站,塔楼,其他, 南 ,3号线,10,53663, 106.22,1036米
高楼层,165,棠德花园 户型方正 两房 光线好,棠德花园E区 ,1997, 2室1厅 , 无电梯,棠下,,塔楼, 简装 , 西北 ,,10,29318, 56.28,
低楼层,575,富力御龙庭 精致大两房,富力御龙庭 ,2004, 2室1厅 , 有电梯,淘金,黄花岗站,塔楼, 简装 , 西 ,6号线,27,67616, 85.04,969米
中楼层,400,天河峰景 电梯中层 地铁站物业,天河峰景大厦 ,2008, 3室2厅 , 有电梯,粤垦,天平架站,塔楼,其他, 东北 ,6号线,28,45978, 87,306米
低楼层,270,城南源著 精装三房 带租出售,雅居乐城南源著 ,塔楼  , 3室2厅 , 有电梯,沙湾,, ,其他, 北 ,,12,28291, 95.44,
低楼层,415,中海康城 方正大三房 望花园 安静舒适,中海康城郁金香街 ,2003, 3室2厅 , 有电梯,黄村,黄村站,塔楼, 精装 , 北 ,4号线,21,37577, 110.44,991米
高楼层,340,金碧二期 精装两房 格局方正 厅直出阳台,金碧花园第二金碧 ,2000, 3室1厅 , 有电梯,金碧,,塔楼,其他, 北 ,,33,41749, 81.44,
中楼层,160,客村地铁口，东向2房出售,广州大道南 ,塔楼  , 2室1厅 , 无电梯,南洲,, , 简装 , 东 ,,9,26667, 60,
中楼层,210,龙津东中层三房,龙津东路 ,塔楼  , 3室2厅 , 无电梯,陈家祠,, ,其他, 北 ,,9,28448, 73.82,
中楼层,350,实用温馨单位 配套完善,东湖西路永胜上沙 ,塔楼  , 2室2厅 ,未知,东湖,, ,其他, 南 北 ,,8,43750, 80,
高楼层,185,棠德花园 东向居家两居室！,棠德花园G区 ,1997, 2室1厅 , 无电梯,棠下,,塔楼, 简装 , 东 ,,9,30328, 61,
中楼层,1156,尚东宏御 高层三房 南北对流 纯南户型,尚东宏御 ,2008, 3室2厅 , 有电梯,珠江新城东,潭村站,塔楼, 精装 , 南 ,5号线,29,85000, 136,73米
中楼层,380,江南花园 少有中层两房 户型方正实用,江南花园 ,2009, 2室1厅 , 有电梯,宝岗,沙园站,塔楼,其他, 北 ,8号线,30,46908, 81.01,1087米
高楼层,350,旭景家园 采光通风好 高层视野开阔,旭景家园C区 ,2002, 3室2厅 ,未知,东圃,,塔楼,其他, 东 ,,15,38756, 90.31,
高楼层,175,南洲花苑 小区安静 环境舒适 望景花园,南洲花苑A区 ,1993, 2室1厅 , 无电梯,金碧,东晓南站,塔楼, 精装 , 东北 ,2号线,9,27482, 63.68,1188米
中楼层,280,水荫直街 低层两房 采光好,水荫路水荫直街 ,1990, 2室1厅 , 无电梯,水荫,动物园站,塔楼,其他, 东北 ,5号线,8,51254, 54.63,397米
低楼层,280,君华御府 复式三房 看房方便,番禺君华香柏广场 ,塔楼  , 3室2厅 ,未知,沙湾,, ,其他, 南 北 ,,33,36364, 77,
高楼层,469,骏景花园 正规3房 视野好采光好,骏景花园北苑骏华轩 ,2000, 3室2厅 , 有电梯,棠下,,塔楼, 简装 , 北 ,,12,45981, 102,
中楼层,165,富华楼大一房 房大厅大 格局方正,鹭江富华楼 ,1997, 1室1厅 , 无电梯,新港西,鹭江站,塔楼,其他, 东北 ,8号线,9,26388, 62.53,747米
低楼层,500,逸景翠园，低层单位，采光好,逸景翠园御景轩 ,2002, 3室2厅 , 有电梯,新港西,,塔楼,其他, 北 ,,28,40984, 122,
低楼层,138,南国奥园 小户型 花园洋房 双**配套,南国奥林匹克花园北奥一路 ,2006, 1室1厅 ,未知,华南,钟村站,板楼, 简装, 北 ,7号线,6,37521, 36.78,1081米
中楼层,213,祈福新村湖景居 实用三房 采光好,祈福新村湖景居 ,1995, 3室2厅 , 无电梯,祈福,,板楼,其他, 南 ,,4,26625, 80,
中楼层,280,金碧世纪花园 实用两房 采光好楼层好,金碧世纪花园 ,2004, 2室1厅 , 有电梯,区府,,塔楼,其他, 东北 ,,17,38889, 72,
低楼层,850,实用舒适单位 配套完善,珠江御景湾 ,2008, 5室2厅 , 有电梯,南洲,,塔楼,其他, 南 ,,31,36762, 231.22,
中楼层,210,龙津东中层三房,龙津东路 ,塔楼  , 3室2厅 , 无电梯,陈家祠,, ,其他, 北 ,,9,28448, 73.82,
中楼层,350,实用温馨单位 配套完善,东湖西路永胜上沙 ,塔楼  , 2室2厅 ,未知,东湖,, ,其他, 南 北 ,,8,43750, 80,
高楼层,185,棠德花园 东向居家两居室！,棠德花园G区 ,1997, 2室1厅 , 无电梯,棠下,,塔楼, 简装 , 东 ,,9,30328, 61,
高楼层,99,南向两房一厅 视野开阔 通风采光好,迎翠春庭 ,2000, 2室0厅 , 无电梯,棠下,,塔楼, 简装 , 南 ,,9,24331, 40.69,
中楼层,470,美林海岸花园 中层两房 景观好 方正实用,美林海岸花园逸江湾 ,2004, 2室2厅 , 有电梯,员村,科韵路站,塔楼, 精装 , 东南 ,5号线,18,64340, 73.05,882米
中楼层,255,银利街 三房带主套 南北对流 三阳台,沙太南路银利街 ,塔楼  , 3室2厅 ,未知,沙太南,, ,其他, 南 北 ,,8,27915, 91.35,
中楼层,250,五羊小区 二房一厅,五羊小区E区 ,1986, 2室1厅 , 无电梯,五羊新城,五羊邨站,塔楼,其他, 南 北 ,5号线,8,55556, 45,416米
中楼层,180,芬芳小区 交通方便 配套成熟 间隔方正,芬芳小区芬芳街 ,1996, 2室1厅 , 无电梯,汾水,,塔楼,其他, 南 ,,9,28125, 64,
中楼层,1156,尚东宏御 高层三房 南北对流 纯南户型,尚东宏御 ,2008, 3室2厅 , 有电梯,珠江新城东,潭村站,塔楼, 精装 , 南 ,5号线,29,85000, 136,73米
中楼层,380,江南花园 少有中层两房 户型方正实用,江南花园 ,2009, 2室1厅 , 有电梯,宝岗,沙园站,塔楼,其他, 北 ,8号线,30,46908, 81.01,1087米
高楼层,350,旭景家园 采光通风好 高层视野开阔,旭景家园C区 ,2002, 3室2厅 ,未知,东圃,,塔楼,其他, 东 ,,15,38756, 90.31,
低楼层,150,嘉华苑 精致两房 装修新净,嘉华苑 ,1995, 2室1厅 , 无电梯,机场路,,塔楼, 简装 , 东 ,,9,23077, 65,
高楼层,140,新兴白云花园 精装修2房 户型方正,新兴白云花园乐居南街 ,1999, 2室1厅 , 无电梯,白云大道北,,塔楼,其他, 西北 ,,9,25198, 55.56,
低楼层,500,逸景翠园，低层单位，采光好,逸景翠园御景轩 ,2002, 3室2厅 , 有电梯,新港西,,塔楼,其他, 北 ,,28,40984, 122,
高楼层,138,民政局大院二房 小区管理,民政局大院 ,塔楼  , 2室1厅 , 无电梯,沙河,沙河顶站, , 简装 , 南 ,6号线,8,29375, 46.98,596米
